timezero,location,target,value
20131006,HHS Region 7,Season peak week,20131222
20131006,HHS Region 7,Season onset,20131215
20131013,HHS Region 7,1 wk ahead,0.912239
20131013,HHS Region 7,2 wk ahead,0.796841
20131013,HHS Region 7,3 wk ahead,0.893907
20131013,HHS Region 7,4 wk ahead,0.864878
20131013,HHS Region 7,Season peak percentage,4.4809
20131013,HHS Region 7,Season peak week,20131222
20131013,HHS Region 7,Season onset,20131215
20131020,HHS Region 7,1 wk ahead,0.796841
20131020,HHS Region 7,2 wk ahead,0.893907
20131020,HHS Region 7,3 wk ahead,0.864878
20131020,HHS Region 7,4 wk ahead,1.03842
20131020,HHS Region 7,Season peak percentage,4.4809
20131020,HHS Region 7,Season peak week,20131222
20131020,HHS Region 7,Season onset,20131215
20131027,HHS Region 7,1 wk ahead,0.893907
20131027,HHS Region 7,2 wk ahead,0.864878
20131027,HHS Region 7,3 wk ahead,1.03842
20131027,HHS Region 7,4 wk ahead,1.121
20131027,HHS Region 7,Season peak percentage,4.4809
20131027,HHS Region 7,Season peak week,20131222
20131027,HHS Region 7,Season onset,20131215
20131103,HHS Region 7,1 wk ahead,0.864878
20131103,HHS Region 7,2 wk ahead,1.03842
20131103,HHS Region 7,3 wk ahead,1.121
20131103,HHS Region 7,4 wk ahead,1.2566
20131103,HHS Region 7,Season peak percentage,4.4809
20131103,HHS Region 7,Season peak week,20131222
20131103,HHS Region 7,Season onset,20131215
20131110,HHS Region 7,1 wk ahead,1.03842
20131110,HHS Region 7,2 wk ahead,1.121
20131110,HHS Region 7,3 wk ahead,1.2566
20131110,HHS Region 7,4 wk ahead,1.52616
20131110,HHS Region 7,Season peak percentage,4.4809
20131110,HHS Region 7,Season peak week,20131222
20131110,HHS Region 7,Season onset,20131215
20131117,HHS Region 7,1 wk ahead,1.121
20131117,HHS Region 7,2 wk ahead,1.2566
20131117,HHS Region 7,3 wk ahead,1.52616
20131117,HHS Region 7,4 wk ahead,2.80787
20131117,HHS Region 7,Season peak percentage,4.4809
20131117,HHS Region 7,Season peak week,20131222
20131117,HHS Region 7,Season onset,20131215
20131124,HHS Region 7,1 wk ahead,1.2566
20131124,HHS Region 7,2 wk ahead,1.52616
20131124,HHS Region 7,3 wk ahead,2.80787
20131124,HHS Region 7,4 wk ahead,4.4809
20131124,HHS Region 7,Season peak percentage,4.4809
20131124,HHS Region 7,Season peak week,20131222
20131124,HHS Region 7,Season onset,20131215
20131201,HHS Region 7,1 wk ahead,1.52616
20131201,HHS Region 7,2 wk ahead,2.80787
20131201,HHS Region 7,3 wk ahead,4.4809
20131201,HHS Region 7,4 wk ahead,4.06436
20131201,HHS Region 7,Season peak percentage,4.4809
20131201,HHS Region 7,Season peak week,20131222
20131201,HHS Region 7,Season onset,20131215
20131208,HHS Region 7,1 wk ahead,2.80787
20131208,HHS Region 7,2 wk ahead,4.4809
20131208,HHS Region 7,3 wk ahead,4.06436
20131208,HHS Region 7,4 wk ahead,3.04754
20131208,HHS Region 7,Season peak percentage,4.4809
20131208,HHS Region 7,Season peak week,20131222
20131208,HHS Region 7,Season onset,20131215
20131215,HHS Region 7,1 wk ahead,4.4809
20131215,HHS Region 7,2 wk ahead,4.06436
20131215,HHS Region 7,3 wk ahead,3.04754
20131215,HHS Region 7,4 wk ahead,3.06195
20131215,HHS Region 7,Season peak percentage,4.4809
20131215,HHS Region 7,Season peak week,20131222
20131215,HHS Region 7,Season onset,20131215
20131222,HHS Region 7,1 wk ahead,4.06436
20131222,HHS Region 7,2 wk ahead,3.04754
20131222,HHS Region 7,3 wk ahead,3.06195
20131222,HHS Region 7,4 wk ahead,2.95351
20131222,HHS Region 7,Season peak percentage,4.4809
20131222,HHS Region 7,Season peak week,20131222
20131222,HHS Region 7,Season onset,20131215
20131229,HHS Region 7,1 wk ahead,3.04754
20131229,HHS Region 7,2 wk ahead,3.06195
20131229,HHS Region 7,3 wk ahead,2.95351
20131229,HHS Region 7,4 wk ahead,2.75317
20131229,HHS Region 7,Season peak percentage,4.4809
20131229,HHS Region 7,Season peak week,20131222
20131229,HHS Region 7,Season onset,20131215
20140105,HHS Region 7,1 wk ahead,3.06195
20140105,HHS Region 7,2 wk ahead,2.95351
20140105,HHS Region 7,3 wk ahead,2.75317
20140105,HHS Region 7,4 wk ahead,2.0535
20140105,HHS Region 7,Season peak percentage,4.4809
20140105,HHS Region 7,Season peak week,20131222
20140105,HHS Region 7,Season onset,20131215
20140112,HHS Region 7,1 wk ahead,2.95351
20140112,HHS Region 7,2 wk ahead,2.75317
20140112,HHS Region 7,3 wk ahead,2.0535
20140112,HHS Region 7,4 wk ahead,1.59839
20140112,HHS Region 7,Season peak percentage,4.4809
20140112,HHS Region 7,Season peak week,20131222
20140112,HHS Region 7,Season onset,20131215
20140119,HHS Region 7,1 wk ahead,2.75317
20140119,HHS Region 7,2 wk ahead,2.0535
20140119,HHS Region 7,3 wk ahead,1.59839
20140119,HHS Region 7,4 wk ahead,1.38378
20140119,HHS Region 7,Season peak percentage,4.4809
20140119,HHS Region 7,Season peak week,20131222
20140119,HHS Region 7,Season onset,20131215
20140126,HHS Region 7,1 wk ahead,2.0535
20140126,HHS Region 7,2 wk ahead,1.59839
20140126,HHS Region 7,3 wk ahead,1.38378
20140126,HHS Region 7,4 wk ahead,1.29389
20140126,HHS Region 7,Season peak percentage,4.4809
20140126,HHS Region 7,Season peak week,20131222
20140126,HHS Region 7,Season onset,20131215
20140202,HHS Region 7,1 wk ahead,1.59839
20140202,HHS Region 7,2 wk ahead,1.38378
20140202,HHS Region 7,3 wk ahead,1.29389
20140202,HHS Region 7,4 wk ahead,1.09709
20140202,HHS Region 7,Season peak percentage,4.4809
20140202,HHS Region 7,Season peak week,20131222
20140202,HHS Region 7,Season onset,20131215
20140209,HHS Region 7,1 wk ahead,1.38378
20140209,HHS Region 7,2 wk ahead,1.29389
20140209,HHS Region 7,3 wk ahead,1.09709
20140209,HHS Region 7,4 wk ahead,1.36946
20140209,HHS Region 7,Season peak percentage,4.4809
20140209,HHS Region 7,Season peak week,20131222
20140209,HHS Region 7,Season onset,20131215
20140216,HHS Region 7,1 wk ahead,1.29389
20140216,HHS Region 7,2 wk ahead,1.09709
20140216,HHS Region 7,3 wk ahead,1.36946
20140216,HHS Region 7,4 wk ahead,0.989103
20140216,HHS Region 7,Season peak percentage,4.4809
20140216,HHS Region 7,Season peak week,20131222
20140216,HHS Region 7,Season onset,20131215
20140223,HHS Region 7,1 wk ahead,1.09709
20140223,HHS Region 7,2 wk ahead,1.36946
20140223,HHS Region 7,3 wk ahead,0.989103
20140223,HHS Region 7,4 wk ahead,0.834714
20140223,HHS Region 7,Season peak percentage,4.4809
20140223,HHS Region 7,Season peak week,20131222
20140223,HHS Region 7,Season onset,20131215
20140302,HHS Region 7,1 wk ahead,1.36946
20140302,HHS Region 7,2 wk ahead,0.989103
20140302,HHS Region 7,3 wk ahead,0.834714
20140302,HHS Region 7,4 wk ahead,0.988517
20140302,HHS Region 7,Season peak percentage,4.4809
20140302,HHS Region 7,Season peak week,20131222
20140302,HHS Region 7,Season onset,20131215
20140309,HHS Region 7,1 wk ahead,0.989103
20140309,HHS Region 7,2 wk ahead,0.834714
20140309,HHS Region 7,3 wk ahead,0.988517
20140309,HHS Region 7,4 wk ahead,0.650163
20140309,HHS Region 7,Season peak percentage,4.4809
20140309,HHS Region 7,Season peak week,20131222
20140309,HHS Region 7,Season onset,20131215
20140316,HHS Region 7,1 wk ahead,0.834714
20140316,HHS Region 7,2 wk ahead,0.988517
20140316,HHS Region 7,3 wk ahead,0.650163
20140316,HHS Region 7,4 wk ahead,0.623494
20140316,HHS Region 7,Season peak percentage,4.4809
20140316,HHS Region 7,Season peak week,20131222
20140316,HHS Region 7,Season onset,20131215
20140323,HHS Region 7,1 wk ahead,0.988517
20140323,HHS Region 7,2 wk ahead,0.650163
20140323,HHS Region 7,3 wk ahead,0.623494
20140323,HHS Region 7,4 wk ahead,0.664668
20140323,HHS Region 7,Season peak percentage,4.4809
20140323,HHS Region 7,Season peak week,20131222
20140323,HHS Region 7,Season onset,20131215
20140330,HHS Region 7,1 wk ahead,0.650163
20140330,HHS Region 7,2 wk ahead,0.623494
20140330,HHS Region 7,3 wk ahead,0.664668
20140330,HHS Region 7,4 wk ahead,0.526637
20140330,HHS Region 7,Season peak percentage,4.4809
20140330,HHS Region 7,Season peak week,20131222
20140330,HHS Region 7,Season onset,20131215
20140406,HHS Region 7,1 wk ahead,0.623494
20140406,HHS Region 7,2 wk ahead,0.664668
20140406,HHS Region 7,3 wk ahead,0.526637
20140406,HHS Region 7,4 wk ahead,0.643012
20140406,HHS Region 7,Season peak percentage,4.4809
20140406,HHS Region 7,Season peak week,20131222
20140406,HHS Region 7,Season onset,20131215
20140413,HHS Region 7,1 wk ahead,0.664668
20140413,HHS Region 7,2 wk ahead,0.526637
20140413,HHS Region 7,3 wk ahead,0.643012
20140413,HHS Region 7,4 wk ahead,0.47847
20140413,HHS Region 7,Season peak percentage,4.4809
20140413,HHS Region 7,Season peak week,20131222
20140413,HHS Region 7,Season onset,20131215
20140420,HHS Region 7,1 wk ahead,0.526637
20140420,HHS Region 7,2 wk ahead,0.643012
20140420,HHS Region 7,3 wk ahead,0.47847
20140420,HHS Region 7,4 wk ahead,0.503571
20140420,HHS Region 7,Season peak percentage,4.4809
20140420,HHS Region 7,Season peak week,20131222
20140420,HHS Region 7,Season onset,20131215
20140427,HHS Region 7,1 wk ahead,0.643012
20140427,HHS Region 7,2 wk ahead,0.47847
20140427,HHS Region 7,3 wk ahead,0.503571
20140427,HHS Region 7,4 wk ahead,0.509952
20140427,HHS Region 7,Season peak percentage,4.4809
20140427,HHS Region 7,Season peak week,20131222
20140427,HHS Region 7,Season onset,20131215
20140504,HHS Region 7,1 wk ahead,0.47847
20140504,HHS Region 7,2 wk ahead,0.503571
20140504,HHS Region 7,3 wk ahead,0.509952
20140504,HHS Region 7,4 wk ahead,0.25283
20140504,HHS Region 7,Season peak percentage,4.4809
20140504,HHS Region 7,Season peak week,20131222
20140504,HHS Region 7,Season onset,20131215
20140511,HHS Region 7,1 wk ahead,0.503571
20140511,HHS Region 7,2 wk ahead,0.509952
20140511,HHS Region 7,3 wk ahead,0.25283
20140511,HHS Region 7,4 wk ahead,0.154496
20140511,HHS Region 7,Season peak percentage,4.4809
20140511,HHS Region 7,Season peak week,20131222
20140511,HHS Region 7,Season onset,20131215
20140518,HHS Region 7,1 wk ahead,0.509952
20140518,HHS Region 7,2 wk ahead,0.25283
20140518,HHS Region 7,3 wk ahead,0.154496
20140518,HHS Region 7,4 wk ahead,0.216845
20140518,HHS Region 7,Season peak percentage,4.4809
20140518,HHS Region 7,Season peak week,20131222
20140518,HHS Region 7,Season onset,20131215
20140525,HHS Region 7,1 wk ahead,0.25283
20140525,HHS Region 7,2 wk ahead,0.154496
20140525,HHS Region 7,3 wk ahead,0.216845
20140525,HHS Region 7,4 wk ahead,0.148706
20140525,HHS Region 7,Season peak percentage,4.4809
20140525,HHS Region 7,Season peak week,20131222
20140525,HHS Region 7,Season onset,20131215
20140601,HHS Region 7,1 wk ahead,0.154496
20140601,HHS Region 7,2 wk ahead,0.216845
20140601,HHS Region 7,3 wk ahead,0.148706
20140601,HHS Region 7,4 wk ahead,0.225714
20140601,HHS Region 7,Season peak percentage,4.4809
20140601,HHS Region 7,Season peak week,20131222
20140601,HHS Region 7,Season onset,20131215
20140608,HHS Region 7,1 wk ahead,0.216845
20140608,HHS Region 7,2 wk ahead,0.148706
20140608,HHS Region 7,3 wk ahead,0.225714
20140608,HHS Region 7,4 wk ahead,0.136949
20140608,HHS Region 7,Season peak percentage,4.4809
20140608,HHS Region 7,Season peak week,20131222
20140608,HHS Region 7,Season onset,20131215
20140615,HHS Region 7,1 wk ahead,0.148706
20140615,HHS Region 7,2 wk ahead,0.225714
20140615,HHS Region 7,3 wk ahead,0.136949
20140615,HHS Region 7,4 wk ahead,0.213722
20140615,HHS Region 7,Season peak percentage,4.4809
20140615,HHS Region 7,Season peak week,20131222
20140615,HHS Region 7,Season onset,20131215
20140622,HHS Region 7,1 wk ahead,0.225714
20140622,HHS Region 7,2 wk ahead,0.136949
20140622,HHS Region 7,3 wk ahead,0.213722
20140622,HHS Region 7,4 wk ahead,0.217949
20140622,HHS Region 7,Season peak percentage,4.4809
20140622,HHS Region 7,Season peak week,20131222
20140622,HHS Region 7,Season onset,20131215
20140629,HHS Region 7,1 wk ahead,0.136949
20140629,HHS Region 7,2 wk ahead,0.213722
20140629,HHS Region 7,3 wk ahead,0.217949
20140629,HHS Region 7,4 wk ahead,0.313622
20140629,HHS Region 7,Season peak percentage,4.4809
20140629,HHS Region 7,Season peak week,20131222
20140629,HHS Region 7,Season onset,20131215
20140706,HHS Region 7,1 wk ahead,0.213722
20140706,HHS Region 7,2 wk ahead,0.217949
20140706,HHS Region 7,3 wk ahead,0.313622
20140706,HHS Region 7,4 wk ahead,0.325167
20140706,HHS Region 7,Season peak percentage,4.4809
20140706,HHS Region 7,Season peak week,20131222
20140706,HHS Region 7,Season onset,20131215
20140713,HHS Region 7,1 wk ahead,0.217949
20140713,HHS Region 7,2 wk ahead,0.313622
20140713,HHS Region 7,3 wk ahead,0.325167
20140713,HHS Region 7,4 wk ahead,0.222623
20140713,HHS Region 7,Season peak percentage,4.4809
20140713,HHS Region 7,Season peak week,20131222
20140713,HHS Region 7,Season onset,20131215
20130721,HHS Region 8,1 wk ahead,0.508805
20130721,HHS Region 8,2 wk ahead,0.507189
20130721,HHS Region 8,3 wk ahead,0.465935
20130721,HHS Region 8,4 wk ahead,0.443358
20130721,HHS Region 8,Season peak percentage,3.6625
20130721,HHS Region 8,Season peak week,20131222
20130721,HHS Region 8,Season onset,20131201
20130728,HHS Region 8,1 wk ahead,0.507189
20130728,HHS Region 8,2 wk ahead,0.465935
20130728,HHS Region 8,3 wk ahead,0.443358
20130728,HHS Region 8,4 wk ahead,0.748055
20130728,HHS Region 8,Season peak percentage,3.6625
20130728,HHS Region 8,Season peak week,20131222
20130728,HHS Region 8,Season onset,20131201
20130804,HHS Region 8,1 wk ahead,0.465935
20130804,HHS Region 8,2 wk ahead,0.443358
20130804,HHS Region 8,3 wk ahead,0.748055
20130804,HHS Region 8,4 wk ahead,0.694425
20130804,HHS Region 8,Season peak percentage,3.6625
20130804,HHS Region 8,Season peak week,20131222
20130804,HHS Region 8,Season onset,20131201
20130811,HHS Region 8,1 wk ahead,0.443358
20130811,HHS Region 8,2 wk ahead,0.748055
20130811,HHS Region 8,3 wk ahead,0.694425
20130811,HHS Region 8,4 wk ahead,0.355212
20130811,HHS Region 8,Season peak percentage,3.6625
20130811,HHS Region 8,Season peak week,20131222
20130811,HHS Region 8,Season onset,20131201
20130818,HHS Region 8,1 wk ahead,0.748055
20130818,HHS Region 8,2 wk ahead,0.694425
20130818,HHS Region 8,3 wk ahead,0.355212
20130818,HHS Region 8,4 wk ahead,0.387416
20130818,HHS Region 8,Season peak percentage,3.6625
20130818,HHS Region 8,Season peak week,20131222
20130818,HHS Region 8,Season onset,20131201
20130825,HHS Region 8,1 wk ahead,0.694425
20130825,HHS Region 8,2 wk ahead,0.355212
20130825,HHS Region 8,3 wk ahead,0.387416
20130825,HHS Region 8,4 wk ahead,0.591698
20130825,HHS Region 8,Season peak percentage,3.6625
20130825,HHS Region 8,Season peak week,20131222
20130825,HHS Region 8,Season onset,20131201
20130901,HHS Region 8,1 wk ahead,0.355212
20130901,HHS Region 8,2 wk ahead,0.387416
20130901,HHS Region 8,3 wk ahead,0.591698
20130901,HHS Region 8,4 wk ahead,0.687334
20130901,HHS Region 8,Season peak percentage,3.6625
20130901,HHS Region 8,Season peak week,20131222
20130901,HHS Region 8,Season onset,20131201
20130908,HHS Region 8,1 wk ahead,0.387416
20130908,HHS Region 8,2 wk ahead,0.591698
20130908,HHS Region 8,3 wk ahead,0.687334
20130908,HHS Region 8,4 wk ahead,0.735041
20130908,HHS Region 8,Season peak percentage,3.6625
20130908,HHS Region 8,Season peak week,20131222
20130908,HHS Region 8,Season onset,20131201
20130915,HHS Region 8,1 wk ahead,0.591698
20130915,HHS Region 8,2 wk ahead,0.687334
20130915,HHS Region 8,3 wk ahead,0.735041
20130915,HHS Region 8,4 wk ahead,0.644746
20130915,HHS Region 8,Season peak percentage,3.6625
20130915,HHS Region 8,Season peak week,20131222
20130915,HHS Region 8,Season onset,20131201
20130922,HHS Region 8,1 wk ahead,0.687334
20130922,HHS Region 8,2 wk ahead,0.735041
20130922,HHS Region 8,3 wk ahead,0.644746
20130922,HHS Region 8,4 wk ahead,0.811668
20130922,HHS Region 8,Season peak percentage,3.6625
20130922,HHS Region 8,Season peak week,20131222
20130922,HHS Region 8,Season onset,20131201
20130929,HHS Region 8,1 wk ahead,0.735041
20130929,HHS Region 8,2 wk ahead,0.644746
20130929,HHS Region 8,3 wk ahead,0.811668
20130929,HHS Region 8,4 wk ahead,0.71632
20130929,HHS Region 8,Season peak percentage,3.6625
20130929,HHS Region 8,Season peak week,20131222
20130929,HHS Region 8,Season onset,20131201
20131006,HHS Region 8,1 wk ahead,0.644746
20131006,HHS Region 8,2 wk ahead,0.811668
20131006,HHS Region 8,3 wk ahead,0.71632
20131006,HHS Region 8,4 wk ahead,0.753484
20131006,HHS Region 8,Season peak percentage,3.6625
20131006,HHS Region 8,Season peak week,20131222
20131006,HHS Region 8,Season onset,20131201
20131013,HHS Region 8,1 wk ahead,0.811668
20131013,HHS Region 8,2 wk ahead,0.71632
20131013,HHS Region 8,3 wk ahead,0.753484
20131013,HHS Region 8,4 wk ahead,0.706757
20131013,HHS Region 8,Season peak percentage,3.6625
20131013,HHS Region 8,Season peak week,20131222
20131013,HHS Region 8,Season onset,20131201
20131020,HHS Region 8,1 wk ahead,0.71632
20131020,HHS Region 8,2 wk ahead,0.753484
20131020,HHS Region 8,3 wk ahead,0.706757
20131020,HHS Region 8,4 wk ahead,0.953634
20131020,HHS Region 8,Season peak percentage,3.6625
20131020,HHS Region 8,Season peak week,20131222
20131020,HHS Region 8,Season onset,20131201
20131027,HHS Region 8,1 wk ahead,0.753484
20131027,HHS Region 8,2 wk ahead,0.706757
20131027,HHS Region 8,3 wk ahead,0.953634
20131027,HHS Region 8,4 wk ahead,0.995917
20131027,HHS Region 8,Season peak percentage,3.6625
20131027,HHS Region 8,Season peak week,20131222
20131027,HHS Region 8,Season onset,20131201
20131103,HHS Region 8,1 wk ahead,0.706757
20131103,HHS Region 8,2 wk ahead,0.953634
20131103,HHS Region 8,3 wk ahead,0.995917
20131103,HHS Region 8,4 wk ahead,1.52746
20131103,HHS Region 8,Season peak percentage,3.6625
20131103,HHS Region 8,Season peak week,20131222
20131103,HHS Region 8,Season onset,20131201
20131110,HHS Region 8,1 wk ahead,0.953634
20131110,HHS Region 8,2 wk ahead,0.995917
20131110,HHS Region 8,3 wk ahead,1.52746
20131110,HHS Region 8,4 wk ahead,1.60235
20131110,HHS Region 8,Season peak percentage,3.6625
20131110,HHS Region 8,Season peak week,20131222
20131110,HHS Region 8,Season onset,20131201
20131117,HHS Region 8,1 wk ahead,0.995917
20131117,HHS Region 8,2 wk ahead,1.52746
20131117,HHS Region 8,3 wk ahead,1.60235
20131117,HHS Region 8,4 wk ahead,2.00255
20131117,HHS Region 8,Season peak percentage,3.6625
20131117,HHS Region 8,Season peak week,20131222
20131117,HHS Region 8,Season onset,20131201
20131124,HHS Region 8,1 wk ahead,1.52746
20131124,HHS Region 8,2 wk ahead,1.60235
20131124,HHS Region 8,3 wk ahead,2.00255
20131124,HHS Region 8,4 wk ahead,3.6625
20131124,HHS Region 8,Season peak percentage,3.6625
20131124,HHS Region 8,Season peak week,20131222
20131124,HHS Region 8,Season onset,20131201
20131201,HHS Region 8,1 wk ahead,1.60235
20131201,HHS Region 8,2 wk ahead,2.00255
20131201,HHS Region 8,3 wk ahead,3.6625
20131201,HHS Region 8,4 wk ahead,2.96215
20131201,HHS Region 8,Season peak percentage,3.6625
20131201,HHS Region 8,Season peak week,20131222
20131201,HHS Region 8,Season onset,20131201
20131208,HHS Region 8,1 wk ahead,2.00255
20131208,HHS Region 8,2 wk ahead,3.6625
20131208,HHS Region 8,3 wk ahead,2.96215
20131208,HHS Region 8,4 wk ahead,2.56638
20131208,HHS Region 8,Season peak percentage,3.6625
20131208,HHS Region 8,Season peak week,20131222
20131208,HHS Region 8,Season onset,20131201
20131215,HHS Region 8,1 wk ahead,3.6625
20131215,HHS Region 8,2 wk ahead,2.96215
20131215,HHS Region 8,3 wk ahead,2.56638
20131215,HHS Region 8,4 wk ahead,2.25814
20131215,HHS Region 8,Season peak percentage,3.6625
20131215,HHS Region 8,Season peak week,20131222
20131215,HHS Region 8,Season onset,20131201
20131222,HHS Region 8,1 wk ahead,2.96215
20131222,HHS Region 8,2 wk ahead,2.56638
20131222,HHS Region 8,3 wk ahead,2.25814
20131222,HHS Region 8,4 wk ahead,2.09262
20131222,HHS Region 8,Season peak percentage,3.6625
20131222,HHS Region 8,Season peak week,20131222
20131222,HHS Region 8,Season onset,20131201
20131229,HHS Region 8,1 wk ahead,2.56638
20131229,HHS Region 8,2 wk ahead,2.25814
20131229,HHS Region 8,3 wk ahead,2.09262
20131229,HHS Region 8,4 wk ahead,1.78441
20131229,HHS Region 8,Season peak percentage,3.6625
20131229,HHS Region 8,Season peak week,20131222
20131229,HHS Region 8,Season onset,20131201
20140105,HHS Region 8,1 wk ahead,2.25814
20140105,HHS Region 8,2 wk ahead,2.09262
20140105,HHS Region 8,3 wk ahead,1.78441
20140105,HHS Region 8,4 wk ahead,1.76779
20140105,HHS Region 8,Season peak percentage,3.6625
20140105,HHS Region 8,Season peak week,20131222
20140105,HHS Region 8,Season onset,20131201
20140112,HHS Region 8,1 wk ahead,2.09262
20140112,HHS Region 8,2 wk ahead,1.78441
20140112,HHS Region 8,3 wk ahead,1.76779
20140112,HHS Region 8,4 wk ahead,1.50211
20140112,HHS Region 8,Season peak percentage,3.6625
20140112,HHS Region 8,Season peak week,20131222
20140112,HHS Region 8,Season onset,20131201
20140119,HHS Region 8,1 wk ahead,1.78441
20140119,HHS Region 8,2 wk ahead,1.76779
20140119,HHS Region 8,3 wk ahead,1.50211
20140119,HHS Region 8,4 wk ahead,1.50934
20140119,HHS Region 8,Season peak percentage,3.6625
20140119,HHS Region 8,Season peak week,20131222
20140119,HHS Region 8,Season onset,20131201
20140126,HHS Region 8,1 wk ahead,1.76779
20140126,HHS Region 8,2 wk ahead,1.50211
20140126,HHS Region 8,3 wk ahead,1.50934
20140126,HHS Region 8,4 wk ahead,1.2317
20140126,HHS Region 8,Season peak percentage,3.6625
20140126,HHS Region 8,Season peak week,20131222
20140126,HHS Region 8,Season onset,20131201
20140202,HHS Region 8,1 wk ahead,1.50211
20140202,HHS Region 8,2 wk ahead,1.50934
20140202,HHS Region 8,3 wk ahead,1.2317
20140202,HHS Region 8,4 wk ahead,1.37325
20140202,HHS Region 8,Season peak percentage,3.6625
20140202,HHS Region 8,Season peak week,20131222
20140202,HHS Region 8,Season onset,20131201
20140209,HHS Region 8,1 wk ahead,1.50934
20140209,HHS Region 8,2 wk ahead,1.2317
20140209,HHS Region 8,3 wk ahead,1.37325
20140209,HHS Region 8,4 wk ahead,1.12482
20140209,HHS Region 8,Season peak percentage,3.6625
20140209,HHS Region 8,Season peak week,20131222
20140209,HHS Region 8,Season onset,20131201
20140216,HHS Region 8,1 wk ahead,1.2317
20140216,HHS Region 8,2 wk ahead,1.37325
20140216,HHS Region 8,3 wk ahead,1.12482
20140216,HHS Region 8,4 wk ahead,0.995314
20140216,HHS Region 8,Season peak percentage,3.6625
20140216,HHS Region 8,Season peak week,20131222
20140216,HHS Region 8,Season onset,20131201
20140223,HHS Region 8,1 wk ahead,1.37325
20140223,HHS Region 8,2 wk ahead,1.12482
20140223,HHS Region 8,3 wk ahead,0.995314
20140223,HHS Region 8,4 wk ahead,0.906605
20140223,HHS Region 8,Season peak percentage,3.6625
20140223,HHS Region 8,Season peak week,20131222
20140223,HHS Region 8,Season onset,20131201
20140302,HHS Region 8,1 wk ahead,1.12482
20140302,HHS Region 8,2 wk ahead,0.995314
20140302,HHS Region 8,3 wk ahead,0.906605
20140302,HHS Region 8,4 wk ahead,0.937978
20140302,HHS Region 8,Season peak percentage,3.6625
20140302,HHS Region 8,Season peak week,20131222
20140302,HHS Region 8,Season onset,20131201
20140309,HHS Region 8,1 wk ahead,0.995314
20140309,HHS Region 8,2 wk ahead,0.906605
20140309,HHS Region 8,3 wk ahead,0.937978
20140309,HHS Region 8,4 wk ahead,0.903504
20140309,HHS Region 8,Season peak percentage,3.6625
20140309,HHS Region 8,Season peak week,20131222
20140309,HHS Region 8,Season onset,20131201
20140316,HHS Region 8,1 wk ahead,0.906605
20140316,HHS Region 8,2 wk ahead,0.937978
20140316,HHS Region 8,3 wk ahead,0.903504
20140316,HHS Region 8,4 wk ahead,0.795865
20140316,HHS Region 8,Season peak percentage,3.6625
20140316,HHS Region 8,Season peak week,20131222
20140316,HHS Region 8,Season onset,20131201
20140323,HHS Region 8,1 wk ahead,0.937978
20140323,HHS Region 8,2 wk ahead,0.903504
20140323,HHS Region 8,3 wk ahead,0.795865
20140323,HHS Region 8,4 wk ahead,1.04149
20140323,HHS Region 8,Season peak percentage,3.6625
20140323,HHS Region 8,Season peak week,20131222
20140323,HHS Region 8,Season onset,20131201
20140330,HHS Region 8,1 wk ahead,0.903504
20140330,HHS Region 8,2 wk ahead,0.795865
20140330,HHS Region 8,3 wk ahead,1.04149
20140330,HHS Region 8,4 wk ahead,0.792352
20140330,HHS Region 8,Season peak percentage,3.6625
20140330,HHS Region 8,Season peak week,20131222
20140330,HHS Region 8,Season onset,20131201
20140406,HHS Region 8,1 wk ahead,0.795865
20140406,HHS Region 8,2 wk ahead,1.04149
20140406,HHS Region 8,3 wk ahead,0.792352
20140406,HHS Region 8,4 wk ahead,0.629662
20140406,HHS Region 8,Season peak percentage,3.6625
20140406,HHS Region 8,Season peak week,20131222
20140406,HHS Region 8,Season onset,20131201
20140413,HHS Region 8,1 wk ahead,1.04149
20140413,HHS Region 8,2 wk ahead,0.792352
20140413,HHS Region 8,3 wk ahead,0.629662
20140413,HHS Region 8,4 wk ahead,0.656589
20140413,HHS Region 8,Season peak percentage,3.6625
20140413,HHS Region 8,Season peak week,20131222
20140413,HHS Region 8,Season onset,20131201
20140420,HHS Region 8,1 wk ahead,0.792352
20140420,HHS Region 8,2 wk ahead,0.629662
20140420,HHS Region 8,3 wk ahead,0.656589
20140420,HHS Region 8,4 wk ahead,0.620827
20140420,HHS Region 8,Season peak percentage,3.6625
20140420,HHS Region 8,Season peak week,20131222
20140420,HHS Region 8,Season onset,20131201
20140427,HHS Region 8,1 wk ahead,0.629662
20140427,HHS Region 8,2 wk ahead,0.656589
20140427,HHS Region 8,3 wk ahead,0.620827
20140427,HHS Region 8,4 wk ahead,0.553812
20140427,HHS Region 8,Season peak percentage,3.6625
20140427,HHS Region 8,Season peak week,20131222
20140427,HHS Region 8,Season onset,20131201
20140504,HHS Region 8,1 wk ahead,0.656589
20140504,HHS Region 8,2 wk ahead,0.620827
20140504,HHS Region 8,3 wk ahead,0.553812
20140504,HHS Region 8,4 wk ahead,0.313055
20140504,HHS Region 8,Season peak percentage,3.6625
20140504,HHS Region 8,Season peak week,20131222
20140504,HHS Region 8,Season onset,20131201
20140511,HHS Region 8,1 wk ahead,0.620827
20140511,HHS Region 8,2 wk ahead,0.553812
20140511,HHS Region 8,3 wk ahead,0.313055
20140511,HHS Region 8,4 wk ahead,0.578178
20140511,HHS Region 8,Season peak percentage,3.6625
20140511,HHS Region 8,Season peak week,20131222
20140511,HHS Region 8,Season onset,20131201
